trade_date,series,open_price,high_price,low_price,prevclose_price,last_price,close_price,vwap,high_52w,low_52w,volume,turnover,number_trades,daily_return,price_change,intraday_volatility,month,year
2025-05-14,EQ,1149.00,1183.00,1149,1172,1179,1176.6,1173.55,1227.95,743.1,1476973,1733299022.40,63557,0.39,4.6,34,May,2025
2025-05-13,EQ,1159.90,1178.20,1152.1,1159.9,1173,1172,1169.14,1227.95,743.1,1325278,1549439525.80,59547,1.04,12.1,26.1,May,2025
2025-05-12,EQ,1143.00,1167.80,1131,1127.7,1160.5,1159.9,1152.59,1227.95,743.1,2466795,2843208002.00,73796,2.86,32.2,36.8,May,2025
2025-05-09,EQ,1091.30,1130.90,1090,1111.8,1124,1127.7,1121.49,1227.95,743.1,2242389,2514809744.80,64919,1.43,15.9,40.9,May,2025
2025-05-08,EQ,1160.00,1160.00,1101,1152,1105.9,1111.8,1123.15,1227.95,743.1,1621270,1820930534.70,73583,-3.49,-40.2,59,May,2025
2025-05-07,EQ,1123.00,1168.00,1123,1156,1148.9,1152,1151.56,1227.95,743.1,1389882,1600527701.70,62458,-0.35,-4,45,May,2025
2025-05-06,EQ,1139.90,1171.00,1133.5,1131.7,1157,1156,1161.57,1227.95,743.1,5109749,5935346053.70,108511,2.15,24.3,37.5,May,2025
2025-05-05,EQ,1109.00,1139.90,1100.1,1089.8,1132.6,1131.7,1124.52,1227.95,743.1,2847994,3202631940.20,98340,3.84,41.9,39.8,May,2025
2025-05-02,EQ,1086.30,1126.00,1082,1098.2,1091.3,1089.8,1099.87,1227.95,743.1,1297288,1426847266.00,84641,-0.76,-8.4,44,May,2025
2025-04-30,EQ,1124.90,1124.90,1088.6,1107.4,1097.6,1098.2,1101.86,1227.95,743.1,2112594,2327777142.60,66827,-0.83,-9.2,36.3,Apr,2025
2025-04-29,EQ,1110.00,1119.10,1100.7,1099.8,1106,1107.4,1110.27,1227.95,743.1,1483430,1647014311.00,54592,0.69,7.6,18.4,Apr,2025
2025-04-28,EQ,1068.00,1103.60,1066.2,1067.4,1100.2,1099.8,1091,1227.95,743.1,2000264,2182289800.20,44772,3.04,32.4,37.4,Apr,2025
2025-04-25,EQ,1121.00,1125.00,1059.1,1108.4,1065.7,1067.4,1080.84,1227.95,743.1,2532226,2736936449.80,66781,-3.7,-41,65.9,Apr,2025
2025-04-24,EQ,1136.90,1136.90,1097.7,1129.6,1106,1108.4,1108.98,1227.95,743.1,1802546,1998983971.90,75364,-1.88,-21.2,39.2,Apr,2025
2025-04-23,EQ,1144.40,1149.90,1110.1,1128.7,1129.1,1129.6,1128.91,1227.95,743.1,1944908,2195623858.00,67871,0.08,0.9,39.8,Apr,2025
2025-04-22,EQ,1079.90,1137.90,1068.8,1073,1129.5,1128.7,1116.48,1227.95,743.1,3872495,4323564482.40,84790,5.19,55.7,69.1,Apr,2025
2025-04-21,EQ,1095.00,1095.00,1066.5,1084.4,1071.5,1073,1075.14,1227.95,743.1,2070163,2225714965.90,88314,-1.05,-11.4,28.5,Apr,2025
2025-04-17,EQ,1074.00,1088.40,1063,1077.5,1083.3,1084.4,1077.15,1227.95,743.1,2992562,3223436791.80,69610,0.64,6.9,25.4,Apr,2025
2025-04-16,EQ,1084.00,1088.00,1067,1074.1,1075.1,1077.5,1077.97,1227.95,743.1,1947807,2099677270.30,53073,0.32,3.4,21,Apr,2025
2025-04-15,EQ,1092.50,1100.00,1060.4,1089.3,1072.4,1074.1,1075.37,1227.95,743.1,4024878,4328243205.10,137279,-1.4,-15.2,39.6,Apr,2025
2025-04-11,EQ,1090.00,1120.65,1083.35,1123.15,1089.95,1089.3,1096.52,1227.95,743.1,3025861,3317903698.75,92460,-3.01,-33.85,37.3,Apr,2025
2025-04-09,EQ,1095.00,1127.90,1072.9,1073.45,1117,1123.15,1108.46,1227.95,743.1,2739663,3036809191.45,104399,4.63,49.7,55,Apr,2025
2025-04-08,EQ,1116.20,1116.20,1067.25,1075.5,1074.9,1073.45,1086.95,1227.95,743.1,3121751,3393190215.85,88641,-0.19,-2.05,48.95,Apr,2025
2025-04-07,EQ,1085.20,1114.90,1065.05,1137.65,1084,1075.5,1082.97,1227.95,743.1,3917172,4242190316.95,96691,-5.46,-62.15,49.85,Apr,2025
2025-04-04,EQ,1129.65,1149.90,1115.05,1121.3,1133.25,1137.65,1134.73,1227.95,743.1,3280000,3721928810.35,104440,1.46,16.35,34.85,Apr,2025
2025-04-03,EQ,1094.85,1124.30,1094.5,1094.75,1117.9,1121.3,1110.67,1227.95,743.1,1442279,1601889128.25,62907,2.43,26.55,29.8,Apr,2025
2025-04-02,EQ,1094.10,1099.15,1079.7,1083.6,1090.8,1094.75,1092.57,1227.95,743.1,873303,954142367.75,41515,1.03,11.15,19.45,Apr,2025
2025-04-01,EQ,1106.00,1123.15,1079.4,1096.95,1084.75,1083.6,1096.22,1227.95,743.1,1308510,1434409134.45,65468,-1.22,-13.35,43.75,Apr,2025
2025-03-28,EQ,1131.40,1164.65,1090.55,1129.4,1102,1096.95,1102.62,1227.95,737.5,1990409,2194655119.60,79771,-2.87,-32.45,74.1,Mar,2025
2025-03-27,EQ,1113.00,1139.30,1110.7,1122.55,1121,1129.4,1129.2,1227.95,737.5,2435413,2750077018.80,58665,0.61,6.85,28.6,Mar,2025
2025-03-26,EQ,1148.70,1174.95,1118.7,1172.75,1124,1122.55,1138.59,1227.95,737.5,1809235,2059985388.40,88457,-4.28,-50.2,56.25,Mar,2025
2025-03-25,EQ,1157.60,1177.60,1149.45,1146.25,1169.9,1172.75,1165.78,1227.95,737.5,2312993,2696437626.35,98806,2.31,26.5,28.15,Mar,2025
2025-03-24,EQ,1174.65,1180.00,1144,1170.25,1150.4,1146.25,1161.09,1227.95,737.5,2773097,3219825816.85,143113,-2.05,-24,36,Mar,2025
2025-03-21,EQ,1126.05,1189.50,1119.75,1135.85,1167,1170.25,1170.76,1227.95,719.45,5814033,6806831399.15,152266,3.03,34.4,69.75,Mar,2025
2025-03-20,EQ,1098.35,1138.85,1082.05,1087.45,1134.15,1135.85,1119.73,1227.95,719.45,4225204,4731102026.50,143451,4.45,48.4,56.8,Mar,2025
2025-03-19,EQ,1025.15,1091.45,1025,1016.95,1084,1087.45,1072.44,1227.95,719.45,2753959,2953446254.85,88369,6.93,70.5,66.45,Mar,2025
2025-03-18,EQ,1001.95,1020.85,990.1,997.9,1017.5,1016.95,1004.51,1227.95,719.45,1188427,1193781588.55,57700,1.91,19.05,30.75,Mar,2025
2025-03-17,EQ,995.20,1003.25,980.35,990.7,998,997.9,994.4,1227.95,719.45,1751272,1741465698.85,71062,0.73,7.2,22.9,Mar,2025
2025-03-13,EQ,994.65,1009.70,979.05,989.75,986.4,990.7,1000.75,1227.95,719.45,1963406,1964870841.20,52848,0.1,0.95,30.65,Mar,2025
2025-03-12,EQ,994.80,995.00,960,983.3,989,989.75,977.87,1227.95,719.45,2239455,2189895375.65,49740,0.66,6.45,35,Mar,2025
2025-03-11,EQ,957.55,987.85,956.6,964.3,982,983.3,979.22,1227.95,719.45,1479746,1449001546.85,60098,1.97,19,31.25,Mar,2025
2025-03-10,EQ,980.00,980.50,955,980.75,957,964.3,968.33,1227.95,719.45,2613900,2531108274.25,101244,-1.68,-16.45,25.5,Mar,2025
2025-03-07,EQ,1004.90,1012.70,977.15,999.9,981,980.75,990.98,1227.95,719.45,1323765,1311820449.85,56752,-1.92,-19.15,35.55,Mar,2025
2025-03-06,EQ,1022.00,1023.45,996.15,1021.9,1001.5,999.9,1007.77,1227.95,719.45,2676754,2697551346.75,128583,-2.15,-22,27.3,Mar,2025
2025-03-05,EQ,966.50,1024.55,966.5,988.45,1020,1021.9,1014.01,1227.95,719.45,3569080,3619093255.60,88477,3.38,33.45,58.05,Mar,2025
2025-03-04,EQ,961.50,1005.05,940.05,973.8,992.6,988.45,983.98,1227.95,719.45,2637232,2594987834.00,107678,1.5,14.65,65,Mar,2025
2025-03-03,EQ,961.00,988.30,945.1,978.1,973,973.8,963.8,1227.95,719.45,2695279,2597712824.80,127915,-0.44,-4.3,43.2,Mar,2025
2025-02-28,EQ,1009.60,1012.00,965.05,1016.1,969.15,978.1,984.63,1227.95,706.45,3484870,3431290733.45,107204,-3.74,-38,46.95,Feb,2025
2025-02-27,EQ,1027.80,1037.95,1008.25,1022.9,1017.9,1016.1,1018.96,1227.95,706.45,3750612,3821717625.05,81241,-0.66,-6.8,29.7,Feb,2025
2025-02-25,EQ,994.40,1028.00,986,987.95,1024.1,1022.9,1017.65,1227.95,706.45,2747013,2795499044.50,107094,3.54,34.95,42,Feb,2025
2025-02-24,EQ,1000.00,1004.95,980.75,1010.25,989.85,987.95,990.38,1227.95,706.45,1840297,1822586841.80,65599,-2.21,-22.3,24.2,Feb,2025
2025-02-21,EQ,1031.90,1039.10,1005,1031.85,1009,1010.25,1017.21,1227.95,706.45,926535,942476408.30,46616,-2.09,-21.6,34.1,Feb,2025
2025-02-20,EQ,1023.70,1039.15,1011.8,1019.5,1030.35,1031.85,1030.62,1227.95,706.45,1900045,1958230690.05,82722,1.21,12.35,27.35,Feb,2025
2025-02-19,EQ,1039.45,1044.80,1015.9,1038.2,1019.7,1019.5,1028.83,1227.95,706.45,1751070,1801560462.20,107026,-1.8,-18.7,28.9,Feb,2025
2025-02-18,EQ,1045.95,1047.00,1005,1014.65,1039.7,1038.2,1030.24,1227.95,706.45,3381321,3483559842.00,105208,2.32,23.55,42,Feb,2025
2025-02-17,EQ,986.80,1022.00,978.6,1003.65,1017,1014.65,1000.23,1227.95,706.45,2499429,2499997747.65,109195,1.1,11,43.4,Feb,2025
2025-02-14,EQ,1004.00,1010.00,982.4,1001.65,1008.15,1003.65,992.03,1227.95,706.45,3192821,3167376038.70,86089,0.2,2,27.6,Feb,2025
2025-02-13,EQ,1004.65,1011.90,995.55,1004.8,1001.65,1001.65,1002.91,1227.95,706.45,2877673,2886039356.20,78219,-0.31,-3.15,16.35,Feb,2025
2025-02-12,EQ,995.10,1019.00,989.5,1019.95,1004.45,1004.8,1001.51,1227.95,706.45,7802242,7814058364.25,169972,-1.49,-15.15,29.5,Feb,2025
2025-02-11,EQ,1077.15,1078.00,1017,1071.85,1017,1019.95,1034.09,1227.95,706.45,7134442,7377647799.70,141913,-4.84,-51.9,61,Feb,2025
2025-02-10,EQ,1140.00,1140.00,1065,1143.2,1072,1071.85,1080.48,1227.95,706.45,3230751,3490747292.45,110899,-6.24,-71.35,75,Feb,2025
2025-02-07,EQ,1133.00,1147.05,1110.6,1125.75,1140,1143.2,1130.32,1227.95,706.45,1906494,2154950150.55,102049,1.55,17.45,36.45,Feb,2025
2025-02-06,EQ,1185.00,1187.95,1121,1169.7,1133.5,1125.75,1136.75,1227.95,706.45,1003312,1140519521.35,49574,-3.76,-43.95,66.95,Feb,2025
2025-02-05,EQ,1180.00,1200.95,1164.25,1174.3,1172,1169.7,1181.19,1227.95,706.45,1565195,1848793660.15,95951,-0.39,-4.6,36.7,Feb,2025
2025-02-04,EQ,1150.20,1184.00,1145,1145,1171.5,1174.3,1170.27,1227.95,706.45,2429222,2842855264.10,90991,2.56,29.3,39,Feb,2025
2025-02-03,EQ,1125.00,1150.00,1090.55,1108.25,1147.65,1145,1131.25,1227.95,706.45,2635417,2981319773.40,141344,3.32,36.75,59.45,Feb,2025
2025-02-01,EQ,1073.45,1117.75,1067.25,1061.25,1116.2,1108.25,1091.33,1227.95,694.8,1484218,1619770619.90,66947,4.43,47,50.5,Feb,2025
2025-01-31,EQ,1046.00,1069.00,1029.75,1043.85,1067,1061.25,1049.53,1227.95,694.8,2955047,3101402738.65,130415,1.67,17.4,39.25,Jan,2025
2025-01-30,EQ,1040.10,1058.40,998,1025,1049.4,1043.85,1030.24,1227.95,694.8,3974586,4094793900.45,110374,1.84,18.85,60.4,Jan,2025
2025-01-29,EQ,1011.00,1032.40,1000,1021.65,1023.5,1025,1020.17,1227.95,694.8,1074681,1096362473.75,53675,0.33,3.35,32.4,Jan,2025
2025-01-28,EQ,1015.00,1043.80,982,1029.95,1025,1021.65,1019.29,1227.95,694.8,2125229,2166229600.15,83273,-0.81,-8.3,61.8,Jan,2025
2025-01-27,EQ,1040.35,1042.95,1015.9,1055.75,1025,1029.95,1029.15,1227.95,694.8,702909,723395387.70,41264,-2.44,-25.8,27.05,Jan,2025
2025-01-24,EQ,1080.00,1087.00,1051.95,1082.85,1052.1,1055.75,1068.41,1227.95,694.8,756024,807741031.45,38309,-2.5,-27.1,35.05,Jan,2025
2025-01-23,EQ,1065.00,1088.00,1059,1066.4,1085.95,1082.85,1076.46,1227.95,694.8,1467332,1579530744.90,66620,1.54,16.45,29,Jan,2025
2025-01-22,EQ,1073.00,1082.75,1048.55,1078.2,1069.95,1066.4,1064.67,1227.95,694.8,1569733,1671251630.10,75613,-1.09,-11.8,34.2,Jan,2025
2025-01-21,EQ,1068.00,1088.00,1061.65,1064.9,1080,1078.2,1079.05,1227.95,694.8,2450803,2644526772.90,91850,1.25,13.3,26.35,Jan,2025
2025-01-20,EQ,1026.65,1066.75,1015.75,1026.65,1065.65,1064.9,1044.74,1227.95,694.8,2656505,2775362208.25,54476,3.73,38.25,51,Jan,2025
2025-01-17,EQ,1051.25,1056.45,1008.7,1049.95,1026,1026.65,1026.68,1227.95,694.8,2750545,2823936321.25,102386,-2.22,-23.3,47.75,Jan,2025
2025-01-16,EQ,1053.35,1060.60,1038.25,1039.05,1048.65,1049.95,1049.89,1227.95,694.8,1656965,1739633337.25,84816,1.05,10.9,22.35,Jan,2025
2025-01-15,EQ,1084.90,1085.05,1035.5,1084.9,1041,1039.05,1053.32,1227.95,694.8,4749303,5002529978.25,119688,-4.23,-45.85,49.55,Jan,2025
2025-01-14,EQ,1102.40,1107.00,1067.5,1082.45,1085,1084.9,1085.24,1227.95,694.8,1739436,1887705350.05,76349,0.23,2.45,39.5,Jan,2025
2025-01-13,EQ,1122.30,1127.45,1069.25,1149.9,1088.6,1082.45,1091.32,1227.95,694.8,2265175,2472020428.45,74955,-5.87,-67.45,58.2,Jan,2025
2025-01-10,EQ,1208.00,1212.10,1144.35,1208.6,1149.95,1149.9,1165.73,1227.95,694.8,1033126,1204343586.15,51679,-4.86,-58.7,67.75,Jan,2025
